OBJECTID,ID,LENGTH,DIR,LINKNUM,ANODE,BNODE,LINKNAME,RIVERNAME,AMILE,BMILE,LENGTH1,LENGTH_SRC,SHAPE_SRC,LINKTYPE,CTRL_DEPTH,WATERWAY,GEO_CLASS,FUNC_CLASS,WTWY_TYPE,CHART_ID,NUM_PAIRS,WHO_MOD,DATE_MOD,HEADING,STATE,FIPS,FIPS2,NON_US,SE_ANNO_CAD_DATA,KEY_ID,WTWY_UNIQ,MIN_MEAS,MAX_MEAS,SHAPE_Length
94,81418,150.718643,0,2996100,5070,299610,GULF OF MEXICO,GULF DEEP WATER SPINE,0,0,150.72000122,V,VR,VANDERBILT,-1,7481,O,D,5,11300,3,V A,01201997,E,XX,99,00,GM,,2996100_7481-R0-1001,7481-R0-1001,0,146.53621913,2.42203703935232
95,368097,16.576012,0,360200,9040,9030,"ROCKPORT HARBOR, ME",ROCKPORT HARBOR,6,0,16.57999992,V,JR,CORPS,18,118,I,B,1,13302,4,R, ,S,ME,23,00, ,,360200_118-R2-1000,118-R2-1000,0,16.46677433,0.251569655938358
96,301875,3.874966,0,508900,33900,33880,"POTOMAC RIVER BELOW WASHINGTON, DC",POTOMAC RIVER,11,9,3.86999989,V,JR,CORPS,24,452,I,B,6,12230,2,R, ,E,MD,24,51, ,,508900_452-R2-1,452-R2-1,7.6105,11.3123,0.0679001019524203
97,370127,0.595834,0,238400,36190,36160,"BLUE HILL BAY, ME",JERICHO BAY,10,8,0.58999997,V,JR,CORPS,100,1069,I,B,1,13312,2,R, ,S,ME,23,00, ,,238400_1069-R2-1000,1069-R2-1000,8.3886,8.9842,0.00866663618868171
98,363029,1.596307,0,364400,9450,9440,"RICHMOND HARBOR, ME",RICHMOND HARBOR,0,0,1.60000002,V,DD,CORPS,11,127,I,S,1,13288,3,H,08011996,E,ME,23,00, ,,364400_127-R2-1000,127-R2-1000,0,1.9688787,0.0319684766691321
99,338131,5.071433,0,400500,13110,13090,"FIVEMILE R HBR, CT",FIVEMILE RIVER HARBOR,2,0,5.07000017,V,JR,CORPS,9,320,I,S,1,12364,6,R, ,S,CT,09,00, ,,400500_320-R2-1,320-R2-1,0,5.1389869,0.075502741050521
100,331003,8.152857,0,437900,16480,16470,"RANCOCAS RIVER, NJ",RANCOCAS RIVER,8,0,8.14999962,V,DD,CORPS,7,257,I,S,6,0,26,H,08021996,W,NJ,34,00, ,,437900_257-R2-1,257-R2-1,0,7.96269628,0.146096336418096
101,376739,7036.84668,0,328900,7980,7470,CARRIBBEAN,ATLANTIC DEEP WATER SPINE,6221,0,7036.85009766,V,DD,CORPS,99,9161,O,D,5,0,10,V A,01201997,E,XX,99,00,AT,,328900_9161-R0-1000,9161-R0-1000,0,7029.41499577,109.048769226553
102,282540,2.793311,0,524500,30040,38250,"OFFSHORE-OCRACOKE INLET, NC",ATLANTIC DEEP WATER SPUR,0,0,2.78999996,V,JR,CORPS,40,1852,O,U,5,11555,2, , ,E,NC,37,00, ,,524500_1852-R2-1000,1852-R2-1000,0,2.65450684,0.0486505121757602
103,333321,2.667818,0,409630,478000,13950,"CONEY IS CH, NY",ROCKAWAY INLET,0,0,2.67000008,V,DD,CORPS,20,365,I,B,1,12327,2,V,04141998,E,NY,36,00, ,,409630_365-R2-1000,365-R2-1000,0,2.5101,0.0504883051496407
104,138520,66.504768,0,2834100,38100,283250,GULF DEEP WATER SPINE,GULF DEEP WATER SPINE,0,0,66.5,V,VR,VANDERBILT,-1,7425,O,D,3,11360,2,V A,01201997,S,XX,99,00,GM,,2834100_7425-R0-1000,7425-R0-1000,57.5795,124.08433362,0.965606525709561
105,356972,4.684075,0,378100,10820,10130,"SCITUATE HARBOR, MA",SCITUATE HARBOR,2,0,4.67999983,V,DN,CORPS,12,167,I,B,1,13267,7,V A,01201997,E,MA,25,00, ,,378100_167-R2-1000,167-R2-1000,0,4.45911535,0.0868706300041388
106,298415,5.742002,0,513800,34400,34390,"AQUIA CREEK, VA",AQUIA CREEK,4,0,5.73999977,V,DD,CORPS,6,456,I,S,6,0,6,H,08051996,E,VA,51,00, ,,513800_456-R2-1,456-R2-1,0,5.40662383,0.093398504644233
107,157400,0.70801,0,342800,6980,6990,"PITHLACHASCOTEE RIVER, FL",PITHLACHASCOTEE RIVER,5,0,0.69999999,V,JR,CORPS,6,2124,I,U,1,0,2, , ,W,FL,12,00, ,,342800_2124-R2-1000,2124-R2-1000,0,0.69354589,0.0110607639960814
108,375980,10.215819,0,350400,37740,8050,"PANNAMAQUAN RIVER, ME",PANNAMAQUAN RIVER,2,0,10.18000031,V,DD,CORPS,12,1004,I,S,1,0,8,H,07311996,E,ME,23,00, ,,350400_1004-R2-1000,1004-R2-1000,0,9.88547621,0.182722238366877
109,307657,1.594729,0,442400,17190,17160,"BACK CREEK, ANNE ARUNDEL CTY, MD",BACK CREEK,2,0,1.59000003,V,DD,CORPS,6,491,I,S,6,0,6,H,08051996,N,MD,24,00, ,,442400_491-R2-1,491-R2-1,0,1.54515499,0.0276232375334407
110,347297,2.967117,0,292600,13460,13070,"LAGOON POND, MARTHA-S VINEYARD, MA",LAGOON POND,2,0,2.97000003,V,JR,CORPS,32,1324,I,B,1,13229,3,R, ,E,MA,25,00, ,,292600_1324-R2-1000,1324-R2-1000,0,2.84032522,0.0532150322055373
111,303729,3.978706,0,447100,17720,17710,"TRED AVON RIVER, MD",TRED AVON RIVER,6,0,3.98000002,V,DD,CORPS,12,419,I,S,6,0,5,H,08051996,S,MD,24,00, ,,447100_419-R2-1,419-R2-1,0,3.941,0.0604161083971386
112,343390,2.254286,0,294500,12620,12600,"FISCHERS IS, NY EAST HARBOR",BLOCK ISLAND SOUND,0,0,2.25,V,JR,CORPS,100,1194,I,B,1,13205,3,V A,02131997,W,NY,36,00, ,,294500_1194-R2-1000,1194-R2-1000,0,2.16325714,0.0400154198021912
113,370221,3.307829,0,236900,36340,36330,"PRETTY MARSH, ME",BLUE HILL HARBOR,0,0,3.30999994,V,JR,CORPS,100,1076,I,B,1,13312,3,R, ,W,ME,23,00, ,,236900_1076-R2-1000,1076-R2-1000,0,3.15897917,0.062435264890237
114,157430,5.158678,0,256400,12090,5120,"TAMPA/HILLSBOROUGH BAY CHANNELS, FL",TAMPA BAY,26.4,21.1,5.15999985,V,DD,CORPS,44,2042,I,B,1,11412,3,V,06102000,W,FL,12,00, ,,256400_2042-R2-1000,2042-R2-1000,21.0764,26.097,0.0822632043278406
115,158291,4.764079,0,342300,6900,6910,"GULF VIA CRYSTAL RIVER, FLA",GULF DEEP WATER ACCESS,0,0,4.76000023,V,JR,CORPS,4,2723,O,U,5,11400,2,V A,01201997,S,XX,99,00,GM,,342300_2723-R2-1000,2723-R2-1000,0,4.67613752,0.0739302705886397
116,325282,8.010019,0,450700,43690,35100,ATLANTIC OCEAN-OFF BALT. DIST CST,ATLANTIC DEEP WATER SPUR,0,0,8.01000023,V,JR,CORPS,10,1885,O,U,5,12200,2,V A,01201997,N,XX,99,00,AT,,450700_1885-R2-1000,1885-R2-1000,0,7.90707625,0.123804915450217
117,332533,2.174207,0,412900,14410,14400,"RAHWAY RIVER, NJ",RAHWAY RIVER,3,0,2.17000008,V,DN,CORPS,8,390,I,S,6,12327,16,V3,07051994,E,NJ,34,00, ,,412900_390-R2-1,390-R2-1,0,2.18623102,0.0391040955837284
118,307697,3.539515,0,441900,17140,17130,"SEVERN RIVER, ANNE ARUNDEL CTY, MD",SEVERN RIVER,2,0,3.53999996,V,JR,CORPS,38,492,I,B,6,12263,3,R, ,E,MD,24,00, ,,441900_492-R2-1,492-R2-1,0,3.405,0.0609130878385467
119,347142,1.637595,0,384200,11500,11520,"LITTLE HARBOR, WOODS HOLE, MA",LITTLE HARBOR,2,0,1.63999999,V,JR,CORPS,12,179,I,S,1,13229,2,R, ,S,MA,25,00, ,,384200_179-R2-1000,179-R2-1000,0,1.63703555,0.0237824241875853
120,335185,0.772129,0,416900,14770,14750,"EAST R, NY",LONG ISLAND SOUND,19,16,0.76999998,V,DD,CORPS,40,351,I,B,6,12364,2,V,11251996,W,NY,36,00, ,,416900_351-R2-1,351-R2-1,16.962,17.73361358,0.0112369190182909
121,370849,4.132431,0,227700,36590,8560,"DUCK ISLAND, ME",GULF OF MAINE,0,0,4.13000011,V,JR,CORPS,12,1021,O,S,1,13312,2,V A,01201997,S,ME,23,00, ,,227700_1021-R2-1000,1021-R2-1000,0,4.06172314,0.0674462199914131
122,356811,5.479371,0,370700,10070,10060,"NEWBURYPORT HARBOR, MA",MERRIMACK RIVER,4,0,5.48000002,V,JR,CORPS,12,139,I,D,1,13282,10,R, ,E,MA,25,00, ,,370700_139-R2-1,139-R2-1,0,5.35990317,0.104631765984042
123,305414,6.222915,0,451000,18110,18100,NANTICOKE RIVER (INCL NW FORK),NANTICOKE RIVER,3,0,6.21999979,V,JR,CORPS,12,432,I,S,6,12230,4,R, ,S,MD,24,00, ,,451000_432-R2-1,432-R2-1,0,6.0819,0.0997172366741983
124,283186,5.750986,0,480900,30120,30090,"PAMLICO SOUND, NC",PAMLICO SOUND,30,24,5.75,V,JR,CORPS,20,1308,I,B,1,11555,2,R, ,W,NC,37,00, ,,480900_1308-R2-1000,1308-R2-1000,25.5796,31.1388,0.0952419348921087
125,352011,16.637239,0,504700,33550,33490,"LAKE GEORGE, NY",LAKE GEORGE,11,0,16.63999939,V,JR,CORPS,100,1208,I,S,6,0,10,V,10191995,S,NY,36,00, ,,504700_1208-R2-1,1208-R2-1,0,18.33553497,0.307099173923209
126,338857,14.471285,0,406200,13670,13700,"LONG ISLAND IW, NY",MORICHES BAY,16,0,14.47000027,V,JR,CORPS,12,218,I,S,2,12353,9,R, ,W,NY,36,00, ,,406200_218-R2-1,218-R2-1,0,15.02815118,0.288018097750147
127,350600,6.60407,0,416160,300760,300750,"NY STATE BARGE CANAL SYSTEM, NY",ERIE CANAL,28.4,21.9,6.5999999,V,DD,CORPS,14,206,I,S,9, ,27,V,10271994,E,NY,36,00, ,,416160_206-R2-1,206-R2-1,63.74332496,70.14885486,0.116671490593937
128,329743,11.983645,0,424400,15420,15410,"BEACH HAVEN INLET, NJ",BEACH HAVEN INLET,2,0,11.97999954,V,DD,CORPS,5,283,I,U,8, ,2,V A,01201997,E,NJ,34,00, ,,424400_283-R2-1000,283-R2-1000,0,11.30008184,0.222306899387331
129,303341,2.260492,0,445133,17520,252460,"HERRING BAY AND ROCKHOLD CREEK, MD",HERRING BAY,2,1.2,2.25999999,V,JR,CORPS,7,484,I,S,6,12263,4,V,02031995,E,MD,24,00, ,,445133_484-R2-1,484-R2-1,3.2902,5.35358662,0.0373930132847706
130,86678,32.623722,0,322230,299520,283060,GULF-PANAMA ACCESS,GULF-PANAMA ACCESS,0,0,32.61999893,V,JR,CORPS,99,9158,O,D,3,11340,2,V A,01201997,S,XX,99,00,GM,,322230_9158-R0-1003,9158-R0-1003,596.1588,628.38464625,0.495644962952314
131,344485,4.171729,0,390366,239790,12130,"WICKFORD HARBOR, RI",WICKFORD HARBOR,1.7,0,4.17000008,V,JR,CORPS,12,197,I,S,1,13223,3,R, ,E,RI,44,00, ,,390366_197-R2-1000,197-R2-1000,0,3.9209,0.0800847449681782
132,334874,2.744635,0,463100,36520,14010,"NEW YORK HBR, NY LOWER ENTRANCE CH",AMBROSE CHANNEL,0,0,2.74000001,V,JR,CORPS,45,397,O,D,8,12326,2,V A,01201997,E,NJ,34,36, ,,463100_397-R2-1000,397-R2-1000,0,2.6141,0.0498094366756458
133,138539,86.616753,0,2833200,5250,283230,GULF DEEP WATER SPINE ACCESS,GULF DEEP WATER SPINE,0,0,86.62000275,V,VR,VANDERBILT,-1,9151,O,D,3,11360,2,V A,01201997,S,XX,99,00,GM,,2833200_9151-R0-1001,9151-R0-1001,0,85.05123599,1.34256561099914
134,363230,5.191053,0,283200,16600,16610,"NEWAGEN, ME",SHEEPSCOT BAY,0,0,5.19000006,V,JR,CORPS,100,1141,I,U,1,13288,2,R, ,S,ME,23,00, ,,283200_1141-R2-1000,1141-R2-1000,0,5.19105742,0.0751908156034275
135,370923,1.30122,0,228600,36550,36530,"FRENCHMAN BAY,ME",FRENCHMAN BAY,32,30,1.29999995,V,JR,CORPS,12,1033,I,S,1,13312,2,R, ,N,ME,23,00, ,,228600_1033-R2-1000,1033-R2-1000,18.3465,19.6348,0.0202895291469743
136,353326,7.496325,0,505200,33520,33510,"LAKE CHAMPLAIN, NY AND VT",LAKE CHAMPLAIN,6,0,7.5,V,DD,CORPS,15,1508,I,S,6, ,15,V,02071995,S,NY,36,50, ,,505200_1508-R2-1,1508-R2-1,44.24905965,52.28738228,0.131612996922685
137,300161,11.279385,0,513500,34370,34350,"POTOMAC RIVER BELOW WASHINGTON, DC",POTOMAC RIVER,63,55,11.27999973,V,DD,CORPS,24,452,I,B,6, ,4,V,03131995,E,MD,24,51, ,,513500_452-R2-1,452-R2-1,51.28294362,61.21634378,0.169242617229259
138,370072,2.660496,0,238600,36160,36140,"BLUE HILL, ME",JERICHO BAY,0,0,2.66000009,V,JR,CORPS,100,1069,I,B,1,13312,2,J2R,06301994,S,ME,23,00, ,,238600_1069-R2-1000,1069-R2-1000,5.7313,8.3886,0.0388957132000084
139,356016,2.154657,0,289900,13520,10510,"WEIR RIVER, MA (PORT OF BOSTON)",WEIR RIVER,0,0,2.1500001,V,JR,CORPS,100,1272,I,S,1,13270,6,R, ,W,MA,25,00, ,,289900_1272-R2-1000,1272-R2-1000,0,2.36407601,0.0451713414459251
140,324646,6.072374,0,516720,303100,34720,"IW-CHINCOTEAGUE, VA TO DELAWARE B",MARYLAND INTRACOASTAL WATERWAY,6,0,6.07000017,V,DD,CORPS,6,233,I,S,2,12200,11,V,01201997,S,MD,24,00, ,,516720_233-R2-1000,233-R2-1000,0,6.0424,0.0902096713173195
141,300044,2.752992,0,510400,34050,34040,"LOWER MACHODOC CREEK, VA",LOWER MACHODOC CREEK,4,0,2.75,V,JR,CORPS,9,466,I,S,6,0,2, , ,N,VA,51,00, ,,510400_466-R2-1,466-R2-1,0,2.72630745,0.0419125974734938
142,16892,2525.23071,0,879300,56550,56840,"HONOLULU, OAHU, HI->CONT. AMERICA",PACIFIC DEEP WATER SPINE,2001,0,2525.22998047,V,JR,CORPS,99,9237,O,D,5,0,2,V A,01201997,W,XX,99,00,PC,,879300_9237-R0-1001,9237-R0-1001,0,2536.19927357,40.9420159438648
143,277083,3.926135,0,488000,30330,30460,"OFFSHORE, RICH INLET, NC",RICH INLET,2,0,3.93000007,V,DD,CORPS,100,1825,I,U,8,11539,17,H,08061996,W,NC,37,00, ,,488000_1825-R2-1000,1825-R2-1000,0,3.84774893,0.0615660428430021
144,335103,2.070224,0,416500,14730,14720,"BRONX RIVER, NY",BRONX RIVER,3,0,2.06999993,V,DD,CORPS,10,353,I,B,6,12364,5,H,11251996,S,NY,36,00, ,,416500_353-R2-1,353-R2-1,0,1.99054662,0.0327297820380146
145,162580,0.373785,0,5104900,510491,510490,S-65,KISSIMMEE RIVER,87.1,86.9,0.37,V, ,LOCK,3,2115,I,S,12, ,2,V,09151998,S,FL,12,00, ,,5104900_2115-R2-1,2115-R2-1,88.93514316,89.29239415,0.00550783641884818
146,152158,16.642908,0,328700,7450,7320,AK TRANS-SHPMT PT-CHIRIQUI GRANDE,GULF DEEP WATER SPUR,0,0,16.63999939,V,J,CORPS,60,2666,O,D,5,0,2,V A,01201997,E,XX,99,00,PM,,328700_2666-R0-1000,2666-R0-1000,0,16.6567239,0.242183676299608
147,156436,7.520829,0,331300,4640,4630,"TAMPA/HILLSBOROUGH BAY CHANNELS, FL",TAMPA BAY,18.5,11,7.51999998,V,DN,CORPS,43,2042,I,B,1,11412,5,V2,06102000,S,FL,12,00, ,,331300_2042-R2-1000,2042-R2-1000,10.6798,18.09981362,0.114831234431976
148,310651,11.518624,0,438900,16790,16800,"NORTHEAST RIVER, MD",NORTHEAST RIVER,6,0,11.52000046,V,JR,CORPS,7,404,I,S,1,12273,7,R, ,S,MD,24,00, ,,438900_404-R2-1,404-R2-1,0,11.33392101,0.176357097094149
149,355475,1.721138,0,375910,10590,237070,"QUINCY BAY, BOSTON HARBOR, MA",QUINCY BAY,3,1.8,1.72000003,V,JR,CORPS,12,1172,I,S,1,13270,3,V R,06161994,N,MA,25,00, ,,375910_1172-R2-1000,1172-R2-1000,2.4719,4.15450368,0.0284845231002548
150,373265,5.723511,0,217900,37270,37260,"BRIMSTONE ISLAND, ME",GULF OF MAINE,0,0,5.71999979,V,JR,CORPS,100,1077,I,D,1,13325,2,R, ,S,ME,23,00, ,,217900_1077-R2-1000,1077-R2-1000,0,5.69628659,0.086070015907713
151,163881,21.349838,0,336500,6300,5960,"IW, JACKSONVILLE TO MIAMI, FL",ATLANTIC INTRACOASTAL WATERWAY,282,260,21.35000038,V,DN,CORPS,10,2046,I,S,2,11474,7,V,12181997,S,FL,12,00, ,,336500_2046-R2-1,2046-R2-1,224.44254092,245.68785216,0.31647575285079
152,155492,4.999525,0,344500,4720,7350,"GULF AT NEW PASS, FLA",GULF DEEP WATER SPUR,0,0,5,V,JR,CORPS,4,2733,O,U,5,11420,2,V A,01201997,S,XX,99,00,GM,,344500_2733-R2-1000,2733-R2-1000,0,4.99127615,0.0730820318475698
153,182040,2.254016,0,476600,32590,38200,ATL.OCEAN-OPP PORT ROYAL SD ENT,ATLANTIC DEEP WATER SPUR,0,0,2.25,V,DN,CORPS,15,1870,O,U,1,11516,2,V A,01201997,E,XX,99,00,AT,,476600_1870-R2-1000,1870-R2-1000,0,2.14649239,0.0384600469547648
154,332383,3.838929,0,411580,2900,14210,"WAYCAKE CREEK, NJ",RARITAN BAY,0,0,3.83999991,V,JR,CORPS,8,376,I,S,1,12327,2,R,07311994,N,NJ,34,00, ,,411580_376-R2-1,376-R2-1,0,3.8359,0.0559053531503413
155,363920,12.646243,0,363300,9460,9340,"SASANOA RIVER, ME",SASANOA RIVER,5,0,12.64999962,V,DD,CORPS,12,17,I,B,6,13288,21,H,08011996,E,ME,23,00, ,,363300_17-R2-1,17-R2-1,0,13.79628842,0.243818730623244
156,300189,2.564751,0,512900,34310,34290,"POTOMAC RIVER BELOW WASHINGTON, DC",POTOMAC RIVER,51,49,2.55999994,V,JR,CORPS,24,452,I,B,6,0,2, , ,E,MD,24,51, ,,512900_452-R2-1,452-R2-1,46.90014367,49.37241356,0.0414448681593973
157,155263,18.448551,0,341400,6760,6770,"SUWANNEE RIVER, FLA",SUWANNEE RIVER,15,0,18.45000076,V,DD,CORPS,6,2130,I,S,6,11400,54,H,08081996,S,FL,12,00, ,,341400_2130-R2-1,2130-R2-1,0,18.16168788,0.289638891135175
158,291137,4.131894,0,3008300,255020,303070,"WESTERN BRANCH, VA",WESTERN BRANCH,0,0,4.13000011,V,DD,VANDERBILT,18,0,I,B,8, ,5,V A,03211996,N,VA,51,00, ,,3008300_0-R2-4,0-R2-4,2.46006307,6.77124801,0.0718830804572611
159,178108,2.781207,0,504200,32950,32940,"REDBIRD CREEK, GA",REDBIRD CREEK,3,0,2.77999997,V,DD,CORPS,17,1325,I,B,6,11511,24,H,08071996,E,GA,13,00, ,,504200_1325-R2-1,1325-R2-1,0,2.8133228,0.0446916894584539
160,309104,9.464458,0,440600,17040,17000,"CHESTER RIVER, MD",CHESTER RIVER,6,0,9.46000004,V,JR,CORPS,7,409,I,S,6,12263,4,R, ,N,MD,24,00, ,,440600_409-R2-1,409-R2-1,0,9.2615,0.152109169584468
161,347262,4.554029,0,291900,11490,13070,"NANTUCKET SOUND, MA",NANTUCKET SOUND,24,19,4.55000019,V,JR,CORPS,12,1187,I,B,5,13229,2, , ,E,MA,25,00, ,,291900_1187-R2-1000,1187-R2-1000,9.9827,14.29943038,0.0851153319470354
162,365681,4.79214,0,361100,9130,9120,"METINIC ISLAND, ME",PENOBSCOT BAY,3,0,4.78999996,V,JR,CORPS,12,1115,O,U,5,13302,3,R,09132007,S,ME,23,00, ,,361100_1115-R2-1000,1115-R2-1000,0,4.76301913,0.0722479129140078
163,155903,7.472896,0,339800,4700,4880,"IW, CALOOSAHATCHEE R-ANCLOTE R,FLA",GULF INTRACOASTAL WATERWAY,92,86,7.46999979,V,JR,CORPS,9,2062,I,S,2,11420,3,R, ,S,FL,12,00, ,,339800_2062-R2-1001,2062-R2-1001,9.5845,16.9873,0.109473826568433
164,341945,6.092289,0,394400,12490,12470,"CLINTON HARBOR, CT",CLINTON HARBOR,2,0,6.09000015,V,JR,CORPS,17,306,I,B,1,12354,2,R, ,S,CT,09,00, ,,394400_306-R2-1,306-R2-1,0,6.08580931,0.08888474649336
165,187537,10.610803,0,504500,32040,38170,ATL OC-OPPCAPE ROMAIN-BULLS BAY,FIVE FATHOM CREEK,0,0,10.60999966,V,DD,CORPS,15,1897,I,U,1,11531,23,H,08071996,S,SC,45,00, ,,504500_1897-R2-1000,1897-R2-1000,0,10.47514334,0.161703167833849
166,333853,14.293237,0,413400,14460,14450,"PASSAIC RIVER, NJ (INC IN PRT OF NY",PASSAIC RIVER,15,0,14.28999996,V,DD,CORPS,30,394,I,B,6,0,33,H,08021996,S,NJ,34,00, ,,413400_394-R2-1,394-R2-1,0,14.3348851,0.231106053384646
167,324260,259.104187,0,1003100,35200,15530,"ATLANTIC; C HATTERAS TO NEW YORK",ATLANTIC DEEP WATER SPINE,0,0,259.1000061,V,JR,ORNL,-1,0,O,D,5,0,2,V A,01201997,N,XX,99,00,AT,,1003100_0-R0-1003,0-R0-1003,0,257.96385692,3.84174995486009
168,331677,6.740273,0,518700,34920,15260,OFFSHORE ATLANTIC OCEAN OPP NJ,ATLANTIC DEEP WATER SPUR,0,0,6.73999977,V,DD,CORPS,15,1810,O,U,5, ,2,V A,01201997,W,XX,99,00,AT,,518700_1810-R2-1000,1810-R2-1000,0,6.73280743,0.0983351340046614
169,335163,4.153778,0,417300,14790,14810,"LITTLE NECK BAY, NY",LITTLE NECK BAY,5,0,4.1500001,V,DN,CORPS,15,350,I,S,1,12364,4,V A,12181996,N,NY,36,00, ,,417300_350-R2-1,350-R2-1,0,4.11498427,0.0619461799046247
170,373413,1.811683,0,352300,8250,8210,"BUCKS HARBOR, ME",BUCKS HARBOR,0,0,1.80999994,V,JR,CORPS,12,1098,I,S,1,13325,4,R, ,N,ME,23,00, ,,352300_1098-R2-1000,1098-R2-1000,0,1.76126856,0.0315231369944037
171,373407,8.493701,0,352000,8210,8200,"MACHIAS BAY, ME",MACHIAS BAY,5,0,8.48999977,V,JR,CORPS,14,1009,I,B,1,13325,2,R, ,S,ME,23,00, ,,352000_1009-R2-1000,1009-R2-1000,0,8.45183053,0.127912469745193
172,347959,1.154119,0,387233,11780,238520,"QUISSETT HARBOR, MA",QUISSETT HARBOR,3,1.6,1.14999998,V,JR,CORPS,18,1353,I,S,1,13229,5,R, ,S,MA,25,00, ,,387233_1353-R2-1000,1353-R2-1000,1.2251,2.34889016,0.019261641010388
173,302655,2.377909,0,450600,18070,18060,"FOX CREEK, DORCHESTER CTY, MD",HEARNS COVE,3,0,2.38000011,V,JR,CORPS,4,430,I,S,6,12230,3,R, ,W,MD,24,00, ,,450600_430-R2-1,430-R2-1,0,2.25864358,0.0398489028188811
174,365698,19.569775,0,361800,9180,9150,"GEORGES RIVER, ME",ST GEORGE RIVER,0,0,19.56999969,V,JR,CORPS,16,13,I,B,6,13302,7,R, ,S,ME,23,00, ,,361800_13-R2-1,13-R2-1,0,19.31653908,0.318193438046483
175,364091,6.296698,0,362200,9240,9230,"NEW HARBOR, ME",NEW HARBOR,3,0,6.30000019,V,JR,CORPS,10,122,I,U,1,13288,3,R, ,S,ME,23,00, ,,362200_122-R2-1000,122-R2-1000,0,6.2719073,0.0936441784442735
176,155869,2.146945,0,332300,4720,4710,"NEW PASS, FL",NEW PASS,5,0,2.1500001,V,JR,CORPS,10,2215,I,S,1,0,4,V,02011995,N,FL,12,00, ,,332300_2215-R2-1000,2215-R2-1000,0,2.11382965,0.0330038485994641
177,189580,2238.01977,0,329900,11330,7420,ATL-SE-MA -> PAN,ATLANTIC-PANAMA ACCESS,0,0,2238.02001953,V,JR,CORPS,99,9108,O,D,5,0,5,V A,01201997,S,XX,99,00,AT,,329900_9108-R0-1007,9108-R0-1007,0,2242.80839766,32.7530301676093
178,171384,5.417989,0,339700,510560,6600,"OKLAWAHA RIVER, FL",OKLAWAHA RIVER,66.8,0,5.42000008,V,DD,CORPS,100,2102,I,S,6, ,25,V,01081997,E,FL,12,00, ,,339700_2102-R2-1,2102-R2-1,0,6.95441715,0.113893785959234
179,369080,28.787516,0,357875,233470,8790,"HOLBROOK ISLAND, ME",PENOBSCOT BAY,1.8,0,28.79000092,V,JR,CORPS,6,11,I,S,1,13302,4,R, ,S,ME,23,00, ,,357875_11-R2-1000,11-R2-1000,0,28.6226,0.435436566033494
180,161906,0.785196,0,333800,5960,5980,"IW, JACKSONVILLE TO MIAMI, FL",ATLANTIC INTRACOASTAL WATERWAY,260,259,0.77999997,V,DD,CORPS,10,2046,I,S,2,11474,2,V,02191998,S,FL,12,00, ,,333800_2046-R2-1,2046-R2-1,245.68785216,246.4678757,0.0115728905371573
181,158169,9.476128,0,342700,6970,6960,"GULF VIA HUDSON RIVER, FLA",GULF DEEP WATER ACCESS,0,0,9.47999954,V,JR,CORPS,17,2721,O,U,5,11400,2,V A,01201997,E,XX,99,00,GM,,342700_2721-R2-1000,2721-R2-1000,0,9.1702304,0.153667869270304
182,179847,9.02794,0,496800,34950,32730,ATL OCEAN-OFF SAVANNA DIST.COAST,ATLANTIC DEEP WATER SPUR,0,0,9.02999973,V,JR,CORPS,15,1893,O,U,5,11512,2,V A,01201997,W,XX,99,00,AT,,496800_1893-R2-1000,1893-R2-1000,0,8.68519165,0.14966831026436
183,341891,4.935824,0,403975,240510,13440,"PECONIC BAY, LONG ISLAND, NY",LITTLE PECONIC BAY,4.6,0,4.94000006,V,JR,CORPS,-1,395,I,S,1,12354,2,V,02021995,N,NY,36,00, ,,403975_395-R2-1000,395-R2-1000,0,4.8909,0.0755171861481946
184,80454,6.126725,0,2900400,290010,290020,GULF DEEP WATER SEALANE,GULF DEEP WATER SPINE,0,0,6.13000011,V,VR,VANDERBILT,-1,7480,O,D,3,11300,2,V A,01201997,E,XX,99,00,GM,,2900400_7480-R0-1001,7480-R0-1001,40.1711,46.09457719,0.0997106966087309
185,347129,0.47853,0,384550,238690,238680,"WOODS HOLE CH, MA",WOODS HOLE CHANNEL,0,0,0.25999999,V,DD,CORPS,20,180,I,B,1,13229,2,V,11251996,E,MA,25,00, ,,384550_180-R2-1000,180-R2-1000,2.0861,2.5373,0.00910920337000041
186,341922,7.372861,0,394800,12520,12500,"MADISON, CT",MADISON HARBOR,2,0,7.36999989,V,JR,CORPS,100,330,I,B,1,12354,3, , ,S,CT,09,00, ,,394800_330-R2-1,330-R2-1,0,7.21224209,0.10487884011836
187,371026,2.185359,0,356000,8620,8610,"BAR HARBOR, ME",BAR HARBOR,0,0,2.19000006,V,DD,CORPS,12,1025,I,S,1,13312,3,H,08011996,E,ME,23,00, ,,356000_1025-R2-1000,1025-R2-1000,0,2.06913387,0.042937949076364
188,357659,6.309964,0,372800,10280,10270,"MANCHESTER HARBOR, MA",MANCHESTER HARBOR,2,0,6.30999994,V,JR,CORPS,5,144,I,U,1,13267,6,V R,07311994,E,MA,25,00, ,,372800_144-R2-1000,144-R2-1000,0,6.00053121,0.11771404282032
189,303687,1.271019,0,448800,17880,17870,"SLAUGHTER CREEK, MD",SLAUGHTER CREEK,4,0,1.26999998,V,JR,CORPS,7,427,I,S,6,12263,2,R, ,N,MD,24,00, ,,448800_427-R2-1,427-R2-1,0,1.37387797,0.0238038936687521
